text,label
codigo sistema freno freno sistema direccion y frenos sistema frenos,2
base espejo izq. quebrada. estructura cabina y plataforma,0
relleno sistma hyd sistema hidraulico componentes hidraulicos,0
escalera flot.lado derch estructura estructura y chasis,0
sin espejo lado izq. estructura cabina y plataforma,0
temperatura. neumaticos,1
#mu motor fundido camino mine motor sistema de admision y escape,0
vidrio ventana no sub instr. electricos y comp. control sistema de control de movimiento,2
baja presion diferencial sistema suspension suspensiones delanteras,0
rope tolva cortado,0
post mantencion programada /evaluacion bomba fre sistema direccion y frenos sistema frenos,0
relleno lubricante motor sistema de lubricacion,0
nivelacio pos 3 bailac neumaticos y aros neumaticos,1
polvo cabina estructura cabina y plataforma,0
fuga motor y problema levante motor sistema de lubricacion,0
chequeo. mandos finales tren de potencia mandos finales,0
datos en bitacora,0
chequeo pociones,1
#neumatico pos 5 cambio neumaticos y aros neumaticos ,1
susp p1 del tope sistema suspension suspensiones delanteras,0
fuga transm. tren de potencia transmision,0
golpe suspencion sistema suspension suspensiones traseras,0
chequeo neumat neumaticos y aros neumaticos,1
golpe suspencion pos 1 sistema suspension suspensiones delanteras,0
aislado temperatura neumatico neumaticos y aros neumaticos,1
fuga re. linea calefacion aire acondicionado aire acondicionado,0
alama nivel ac. convertidor b tren de potencia convertidor de torque,0
relleno.de nitrog. pos/2 neumaticos y aros neumaticos,1
fuga masa pos.1 sistema hidraulico componentes hidraulicos,0
reparacion a&c aire acondicionado aire acondicionado,0
cilind.levante fuera posicion sistema hidraulico sistema levante,0
pincho p3,1
problema transmision. tren de potencia transmision,2
tolva quebrada tolva tolva,0
alta temperatura. escape motor sistema de admision y escape,2
problem direccion sistema direccion y frenos sistema direccion,0
neumatico 3 ´pinchado neumaticos y aros neumaticos,1
codigo fremos sistema direccion y frenos sistema frenos,2
pinchado pos/3 banda rodado neumaticos y aros neumaticos,1
filtro direccion suelto sistema direccion y frenos sistema direccion,0
relleno direccion sistema hidraulico cilindros,0
chequeo. pos 3/5 neumaticos y aros neumaticos,1
salida taller estructura estructura y chasis,0
nivel direcc.+corte luces sistema direccion y frenos sistema direccion,2
pos- 3 fuga de oring neumaticos y aros neumaticos,1
mantencion programada. neumaticos y aros neumaticos,3
parqueo sistema direccion y frenos sistema frenos,0
problema arc motor modulo electrico y control,2
ebaluacion bailac neumaticos y aros neumaticos,1
relleno hyd sistema hidraulico sistema levante,0
mantencion programada+c/estanque mantencion programada mantencion programada,4
codigo.inversor instr. electricos y comp. control dispositivos proteccion y alarmas,2
baja presionbba transmision tren de potencia transmision,0
filtro eje trasero tapado tren de potencia eje palier y diferencial,0
sintapaacoplamientomotor motor acoplamientomotor,0
mantencion programada. mantencion programada mantencion programada,6
radio comunicación innovaciones tecnologicas innovaciones tecnologicas,5
sol. 2 de trans. error tren de potencia transmision,2
fuga 0`ring pos. 3 neumaticos y aros neumaticos,1
torque pos 3 bailac neumaticos y aros neumaticos,3
chequeo. p~ neum.pos 6 neumaticos y aros neumaticos,1
sin condicion partida. instr. electricos y comp. control arranque y carga,0
c/cilindro levante derch sistema hidraulico sistema levante,0
golpe de suspsnsiones sistema suspension suspensiones delanteras,0
pos enfriador error motor sistema de enfriamiento,2
fuga refriferante motor sistema de enfriamiento,0
elim. fuga direccion sistema direccion y frenos sistema direccion,0
puerta der estructura cabina y plataforma,0
cambio de espejo,0
evaluar alarma nivel de refri motor sistema de enfriamiento,0
evaluacionpos 5 bailac neumaticos y aros neumaticos,1
relleno.refr.,0
rel.ac.motor motor sistema de lubricacion,0
relleno.nitrog. neumatic neumaticos y aros relleno ,1
problema transm. marchas tren de potencia transmision,0
fuga tk combustible mantencion programada mantencion programada,0
sin partida sistema hidraulico componentes hidraulicos,0
falla tolva sistema hidraulico sistema levante,0
c/filtro mando+diferencia tren de potencia eje palier y diferencial,0
baja presion de ac. motor tra ,0
chequeo p3 neumaticos y aros neumaticos,1
fuga de comb. filtros motor sistema de combustible,0
#mu ch5 fuga refrigerante motor motor sistema de enfriamiento,0
mantencion programada p3 mantencion programada mantencion programada,6
falla monitor vims 3g,2
escalera flotante izq. estructura cabina y plataforma,0
c/ acite motor motor sistema de lubricacion,0
aire parrtida sistema neumatico sistema neumatico,0
cambio de cilindro direccion,0
plataforma p suelta estructura cabina y plataforma,0
fuga gas escape motor sistema de admision y escape,0
no ingresa combustibl motor sistema de combustible,0
apoyo traslado tkd869,8
evaluar golpe en levante tolv sistema hidraulico sistema levante,0
falla v/v llenado combustible motor sistema de combustible,0
reparacion. aire acondicionado aire acondicionado aire acondicionado,0
codigo ecm vims chasis error instr. electricos y comp. control sistema de control de movimiento,2
fuga aceite hd ,0
nivelacion pos.1 bailac neumaticos y aros neumaticos,1
telas expuestas pos 3 neumaticos y aros neumaticos,1
instalar apoya brazo izquierd estructura cabina y plataforma,0
cambio cardan tren de potencia transmision,0
planchas est.hyd estructura estructura y chasis,0
baja presion di sistema direccion y frenos sistema direccion,0
eliminar fuga hidraulica sistema hidraulico componentes hidraulicos,0
camb p4 neumaticos y aros neumaticos,1
ecm error instr. electricos y comp. control dispositivos proteccion y alarmas,0
fuga nitrogeno pos 6 ,1
falla enlace ecm cat instr. electricos y comp. control instrumentos cables y luces,2
*`relleno. motor motor sistema de lubricacion,0
luz de freno activa instr. electricos y comp. control dispositivos proteccion y alarmas,2
baja p° acum. frenos sistema direccion y frenos sistema frenos,0
fuga linea calefaccion aire acondicionado aire acondicionado,0
chequ neumt neumaticos y aros relleno,1
modular motor sistema de lubricacion,5
p 3,1
relleno dirccion,0
relleno.direccion sistema direccion y frenos sistema frenos,0
neumatico mantencion programada neumaticos y aros neumaticos,3
temperatura. ac.convertidor tren de potencia convertidor de torque,0
sin arranque motor sistema de admision y escape,0
escalera flotante estructura estructura y chasis,0
chequeo espejo izq estructura estructura y chasis,0
post/mantencion programada eliminacion fugas hmu sistema direccion y frenos sistema direccion,0
fujo refrigerante motor sistema de enfriamiento,0
chequeo neumatico p5 neumaticos y aros neumaticos ,1
sin partida. motor sistema partida electrico,0
codigo. ecm error instr. electricos y comp. control dispositivos proteccion y alarmas,2
temperatura.refrigerante motor sistema de enfriamiento,0
cebar sistema combustible motor sistema de combustible,0
fuga tk hco. sistema hidraulico componentes hidraulicos,0
mantencion programada+chequeo. bba. frenos sistema direccion y frenos sistema frenos,6
rval.sistema dir+muestras sistema hidraulico componentes hidraulicos,0
neumatico pos 3 cambio,3
voltaje instr.electricosycomp.control dispositivosproteccionyalarmas,2
cambio link superior estructura estructura y chasis,0
fuga de ac. transmsion motor sistema de enfriamiento,0
baja presipn ac. motor diesel motor sistema de lubricacion,0
perno supension mantencion programada mantencion programada,6
baja pot.+filtro motor satura motor sistema de lubricacion,2
reparacion pivote tolva mantencion programada mantencion programada,0
fuga hyd enfrm freno sistema hidraulico componentes hidraulicos,0
suspensiones delanteras reven sistema suspension suspensiones delanteras,0
sist contraincendio sistema contra incendios sistema contra incendios,0
neumatico 4 invertir neumaticos y aros neumaticos,3
baja presion de bomba direcci sistema direccion y frenos sistema direccion,0
baja presion. freno secundario sistema direccion y frenos sistema frenos,0
s/n direccion. sistema direccion y frenos sistema direccion,0
falta tapa llenado aceite motor sistema de lubricacion,0
chequeo.neum.pos neumaticos y aros neumaticos,1
problema frenos sistema direccion y frenos sistema frenos ,0
problema levante de tolva sistema hidraulico componentes hidraulicos,0
relleno. trans tren de potencia transmision,0
relleno cuopling ,0
bajo niv transmision tren de potencia transmision,0
reg espejo estructura cabina y plataforma ,0
chequeo fuga comb tk estructura estructura y chasis,0
evaluacion. golpe suspenciones sistema suspension suspensiones delanteras,0
smartcap aire acondicionado aire acondicionado,5
se ap[lica freno parq sistema direccion y frenos sistema frenos,0
varias alarmas instr. electricos y comp. control dispositivos proteccion y alarmas,0
s/codigo.baja potencia motor sistema de admision y escape,2
fuga hco. sistema hidraulico componentes hidraulicos,0
juego tolva estructura cabina y plataforma,0
reparacion chassis estructura estructura y chasis,0
codigo nivel trasmi bajo tren de potencia transmision,0
neumatico con t° aislado ,1
baja presion carter motor 2 motor sistema de admision y escape,0
sw corte partida activado instr. electricos y comp. control dispositivos proteccion y alarmas,2
chequeo presiones posiciones neumaticos y aros neumaticos,1
carga de acumuladores motor sistema de admision y escape,0
desgaste buje inferior pos 1 estructura estructura y chasis,0
relleno.de ac. direccion sistema direccion y frenos sistema direccion,0
para sol dañado estructura cabina y plataforma,0
mantencion programada-c/convertidor mantencion programada mantencion programada,4
regular esp.izquierdo estructura cabina y plataforma,2
reacomodar mang hid sistema hidraulico componentes hidraulicos,0
baja pot. nivel combust motor sistema de combustible,0
c/filtro de aire motor acoplamiento motor,0
alarma de flujo de refrigeran motor sistema de enfriamiento,0
inspeccon terreno estructura cabina y plataforma,6
smartcap display desconfigura innovaciones tecnologicas innovaciones tecnologicas,5
bajada de tolva sistema hidraulico componentes hidraulicos,0
chequeo corte p bailac neumaticos y aros neumaticos,1
acumulador sistema direccion y frenos sistema frenos,0
val. ll. combustible motor sistema de combustible,0
relleno.de.nitrog. pos.delantera neumaticos y aros neumaticos,1
alza vidrio estructura estructura y chasis,0
ajuste puerta izq estructura cabina y plataforma,0
mantencion programada tren de potencia eje palier y diferencial,6
mantencion programada 288d + backlog mantencion programada mantencion programada ,6
sin luces trocha instr. electricos y comp. control luces,2
desgaste pos. 4 neumaticos y aros neumaticos,1
c/filtro diferencial tren de potencia eje palier y diferencial,0
codigo. conflicto freno sistema direccion y frenos sistema frenos,2
rllno dir+hyd sistema hidraulico componentes hidraulicos,0
fuga ac hidraulica ,0
fuga de refrigerante ac. mot motor sistema de enfriamiento,0
reparacion pasador tolva,0
fuga uf 10 mtr trasero mantencion programada mantencion programada,0
fuga combustible linea venteo motor sistema de combustible,0
problema potencia motor sistema de admision y escape,0
relleno ac.direccion sistema direccion y frenos sistema direccion,4
corte pos y 3 neumaticos y aros neumaticos,1
fuga llenado combustible estructura estructura y chasis,0
sin espejo izq sin base estructura cabina y plataforma,0
sin pasador aselerador instr. electricos y comp. control sistema de control de movimiento,0
chequeo. bba. frenos sistema direccion y frenos sistema frenos,0
relleno hidraulico sistema hidraulico cilindros,0
falla sistema de freno ,0
mantencion programada 72d + backlogs mantencion programada mantencion programada ,0
espejo desoldado estructura cabina y plataforma,0
bajo nv ac transmision tren de potencia transmision,0
baja ´potencia motor diesel motor sistema de admision y escape,0
fuga de aiore n cabina sistema neumatico sistema neumatico,0
humo de motor motor sistema de admision y escape,0
sin luces de freno instr. electricos y comp. control luces,0
temperatura diferencial alto tren de potencia transmision,0
chequeo. pos- 2 neumaticos y aros neumaticos,1
bkl,4
relleno de aceite sistema direccion y frenos sistema direccion,0
temperatura.freno delanteros sistema direccion y frenos sistema frenos ,2
soldar base espejo derecho estructura estructura y chasis,0
ventana copiloto abajo estructura cabina y plataforma,0
chequeo. nitrog neumaticos y aros neumaticos,1
program/backlogs mantencion programada mantencion programada,4
relleno a. direccion sistema direccion y frenos sistema direccion,0
aisl.temperatura.neumatico neumaticos y aros neumaticos,1
radio comunicacion instr. electricos y comp. control arranque y carga,0
problema marcha + sensor tolva motor unidad de fuerza,0
c/ espejo izquierdo estructura cabina y plataforma,0
relleno aceite motor delanter motor sistema de lubricacion,0
parabri quebrado,7
equipo se frena sistema direccion y frenos sistema frenos,0
relleno dir. - hco. sistema hidraulico componentes hidraulicos,0
regular focos traseros retroc instr. electricos y comp. control instrumentos cables y luces,2
codigos motor motor modulo electrico y control,2
val.llenado diesel motor sistema de combustible ,0
falla ptt radio comunicacion comunicaciones comunicaciones,5
fuga masa pos1. sistema hidraulico componentes hidraulicos,0
cambio pos y pos neumaticos y aros neumaticos,1
cambio inyector uf 5 motor sistema de combustible,0
chequeo. incrustacion pos 1 neumaticos y aros neumaticos,1
motor detenido-aceite motor motor sistema de lubricacion,0
eliminacion de fuga sistema hidraulico sistema levante,0
go;pe en suspensiones sistema suspension suspensiones delanteras,0
fuga vombustible motor sistema de combustible,0
chequeo. neumaticos pos neumaticos y aros neumaticos ,1
apoyo de aire partida sistema auxiliar sistema neumatico ,0
chequeo. electrico instr. electricos y comp. control instrumentos cables y luces,2
alta temperatura. m. final tren de potencia eje palier y diferencial,0
relleno pos 3/5 neumaticos y aros neumaticos,1
ecm error motor motor modulo electrico y control,2
pieza motor estructura estructura y chasis,0
fuga de transm. tren de potencia transmision,0
sin itermitentes instr. electricos y comp. control luces,0
presion a/c diferencial tren de potencia eje palier y diferencial,0
chequeo. ducto admision motor sistema de admision y escape,0
inchancable tolva tolva tolva,8
fuga aire motor sistema de admision y escape,0
nivel de refrigernte bajo motor sistema de enfriamiento,0
chequeo susp sistema suspension suspensiones delanteras ,0
baja p° pos. 4 neumaticos y aros neumaticos,1
chequeo. cilindro de direccion sistema direccion y frenos sistema direccion,4
alarma filtro aire motor sistema de admision y escape,0
relleno a. transmision tren de potencia transmision,0
fuga en tk de combustible motor sistema de combustible,0
rellen aceite coupling motor sistema de lubricacion,0
chequeo.turbo motor sistema de admision y escape,0
c/acumulador de frenos sistema direccion y frenos sistema frenos,0
evaluacion. codigo filtro freno sistema direccion y frenos sistema frenos,0
remolque caex 876 motor unidad de fuerza,8
chequeo sistema levante sistema hidraulico cilindros,0
fuga ac.hidr.,0
tapa tk hco. sistema hidraulico componentes hidraulicos,0
relleno ac/ direccion sistema direccion y frenos sistema direccion,0
falla luces ext. parachoque instr. electricos y comp. control instrumentos cables y luces,2
tapa de plataforma suelta estructura cabina y plataforma,0
sin parytida instr. electricos y comp. control arranque y carga,0
a/c+codigo trasmision aire acondicionado aire acondicionado,0
alta p° bba freno sistema direccion y frenos sistema frenos,0
relleno coupling motor sistema de lubricacion,0
codigo.b/b freno sistema direccion y frenos sistema frenos,0
fuga sin barila coupling motor sistema de lubricacion,0
evaluacion.presion lub.diferencial tren de potencia eje palier y diferencial,2
cambio de masa motor sistema de lubricacion,0
mantencion programada 14d backlog mantencion programada mantencion programada,6
mantencion programada motor sistema de enfriamiento,4
sin aire partdida sistema neumatico sistema neumatico,0
rev. suspensiones delanteras sistema suspension suspensiones delanteras,0
cambio filtro dif,0
chequeo susp tras sistema suspension suspensiones traseras,0
relleno aceite trasmic. tren de potencia transmision,0
evaluacion.presion freno sistema direccion y frenos sistema frenos,0
chequeo neumatico relleno,1
fuga cilindro levante derecho sistema hidraulico cilindros,0
procedimiento de carga suspen sistema suspension suspensiones delanteras,0
codigo. sistema direccion sistema direccion y frenos sistema direccion,0
relleno acei coupling relleno acei coupling motor ,0
cambio baterias instr. electricos y comp. control arranque y carga ,2
ev mado final tren de potencia mandos finales,0
relleno pos 5 neumaticos y aros neumaticos,1
presion acum. freno bajo. sistema direccion y frenos sistema frenos,2
relleno.aceite direccion sistema hidraulico componentes hidraulicos,0
bajo nivel acum freno sistema direccion y frenos sistema frenos,0
reponer tapa transmision tren de potencia transmision,0
baja p acum. de direccion sistema direccion y frenos sistema direccion,0
chequeo pos 5 neumaticos y aros neumaticos ,1
evaluar por modalidad frio tren de potencia convertidor de torque,2
alarma de arc freno sistema direccion y frenos sistema frenos,0
fuga direccion sistema direccion y frenos sistema direccion,0
reparacion pasador tolva estructura estructura y chasis,0
falla en direccion sistema direccion y frenos sistema direccion,0
an2 filtro freno taponeado sistema direccion y frenos sistema frenos,0
pichado pos 1 ,1
protec.carter motor desoldada estructura estructura y chasis,0
falla dir. desviacion izq. sistema direccion y frenos sistema direccion,0
t~ refrigerante . diferencial motor sistema de enfriamiento,0
baja potencia moto diesel motor sistema de admision y escape,2
c/ bba. act frenos mantencion programada mantencion programada,0
reempl prot convertidor tren de potencia transmision,0
reparacion.aire acondicionado sistema direccion y frenos sistema frenos,0
solenide levante error sistema hidraulico sistema levante,2
prot cardan pto tren de potencia tandem,0
rllenos pos 1 bailac neumaticos y aros neumaticos,3
relleno refrigerante/aire instr. electricos y comp. control arranque y carga,0
c/motor diesel motor unidad de fuerza,4
chequeo sw niv convert instr. electricos y comp. control instrumentos cables y luces,2
cambio motor mantencion programada mantencion programada,4
cambio de condensador aire acondicionado aire acondicionado,0
veloc. salida trasmision tren de potencia transmision,0
evaluacion.pos 6 5 turcas menos bai neumaticos y aros neumaticos,0
cambio p4 xcorte neumaticos y aros neumaticos ,1
muestra aceitre motor sistema de lubricacion,0
chequeo. s/transmision tren de potencia transmision,0
relleno nitrog. pos/1 neumaticos y aros neumaticos,1
rel posiciones neumaticos y aros relleno ,1
chequeo. niveles sistema hidraulico componentes hidraulicos,0
chequeo pos.1 bailac neumaticos y aros neumaticos,7
cambio v/v llenado combust motor sistema de combustible,0
error switch parqueo instr. electricos y comp. control sistema de control de movimiento,2
fuga aceite hyd + ssi sistema hidraulico componentes hidraulicos,0
vidrio de puerta izq. no sube estructura cabina y plataforma,0
fuga transmison tren de potencia transmision,0
limpia parabris fijo estructura cabina y plataforma,2
fuga ac. tk direccion . sistema direccion y frenos sistema direccion,0
cambio b/b freno sistema direccion y frenos sistema frenos,0
reg.espejo estructura estructura y chasis,0
relleno hco ,0
baja p~ acum direccion sistema direccion y frenos sistema direccion,2
revision fuga combustible motor sistema de combustible,0
rellleno dir + trasmision tren de potencia transmision,0
fuga ac. direccion / hidrauli sistema direccion y frenos sistema direccion,0
bota piedras 4 estructura estructura y chasis,0
sin señal radio cominicacione comunicaciones comunicaciones,2
golpe de estructura estructura estructura y chasis,0
sin aire part sistema neumatico sistema neumatico,0
chequeo. pos/1 baja neumaticos y aros valvula,1
chequeo p 4,1
corte evolt. pos 3 bailac neumaticos y aros neumaticos,1
evaluacion.codigos trasmision sistema direccion y frenos sistema frenos,2
luces cond. instr. electricos y comp. control luces,2
cambio espejo izqu. estructura cabina y plataforma,0
chequeo presion p bailac neumaticos y aros neumaticos,1
reparacion bloq neumatico estructura estructura y chasis,7
relleno refrigerante + aire partida motor sistema de enfriamiento,0
c/espejo derecho estructura cabina y plataforma,0
temperatura. dif. entr turbo motor sistema de admision y escape,0
alarma bajo nivel refrigerante,2
golpe en y sistema hidraulico sistema levante,0
#neumatico 1 chequeo neumaticos y aros neumaticos,1
proteccion circuito instr. electricos y comp. control sistema de control de movimiento,2
falla sistema a&c aire acondicionado aire acondicionado,0
fuga ac-transm.,0
chequeo declas motor instr. electricos y comp. control sistema de control de movimiento ,0
temperatura. ac. convertidor tren de potencia transmision ,0
tolva no baja tolva tolva,0
relleno. reigerante motor sistema de enfriamiento,0
sn levante sistema hidraulico sistema levante,0
alta temperatura refrigerante motor motor sistema de enfriamiento,2
alarma bba direccion sistema direccion y frenos sistema direccion,0
eliminacion de fugas+soldadur sistema hidraulico componentes hidraulicos,8
levante+corte luces sistema hidraulico componentes hidraulicos,0
baja p° de traba transm. tren de potencia transmision,0
pedal aselerador instr. electricos y comp. control sistema de control de movimiento,0
temperatura.diferencia,0
codigo filtro motor saturado motor sistema de lubricacion,0
fuga ac. diferencial consider tren de potencia eje palier y diferencial,0
fuga ac. filtros de frenos sistema direccion y frenos sistema frenos,0
cambio sup. trasera mantencion programada mantencion programada,4
base espejo izq. desold. estructura cabina y plataforma,0
regl. espejo izq estructura cabina y plataforma,0
alarma filtro de refrilla enf sistema direccion y frenos sistema frenos,0
suspension trasera der. reven sistema suspension suspensiones traseras,0
parabriza trizado ,7
falla turbo motor sistema de admision y escape,0
sin energia bateria instr. electricos y comp. control arranque y carga,2
suspenciones del sistema suspension suspensiones delanteras,0
pasador pedal acelerador instr. electricos y comp. control sistema de control de movimiento,0
fuga aceite acum direccion sistema direccion y frenos sistema direccion,0
chequeo. post mantencion programada mantencion programada mantencion programada,0
chequeo neumatico p3 neumaticos y aros neumaticos,1
fuga motor del. motor sistema de lubricacion,0
chequeo. acum direccion sistema direccion y frenos sistema direccion,0
cambio pos. 4 neumaticos y aros neumaticos,3
falla motor traspaso refrigerante motor sistema de lubricacion,0
no carga combustible tren de potencia transmision ,0
c/acumulador freno sistema direccion y frenos sistema direccion,0
cambio pos 6 desgaste neumaticos y aros neumaticos,1
soldadura escalera (terreno) estructura estructura y chasis ,0
temperatura.frenos traseros sistema direccion y frenos sistema frenos,0
evaluacion.presion.diferencial tren de potencia eje palier y diferencial,0
cambio pos- 3 cortes neumaticos y aros neumaticos,1
cambio sus. del. derecha mantencion programada mantencion programada ,4
fuga filtro actuacion sistema direccion y frenos sistema frenos,0
hid pos sistema hidraulico componentes hidraulicos,0
cambio codigo ,4
relleno.ac. motor,0
inprevisto,0
master swict duro instr. electricos y comp. control dispositivos proteccion y alarmas,2
reparacion numero trasero/sel estructura cabina y plataforma,0
baja potencia motor motor sistema de lubricacion ,0
calib.suspencion sistema suspension suspensiones delanteras,0
cion de espejo estructura cabina y plataforma,0
c/ vidrio puerta estructura cabina y plataforma,0
calibrar bajada de tolva sistema hidraulico sistema levante,2
moncon,0
problema. levante tolva,2
baja pot codigo.filtro saturado motor sistema de admision y escape,2
neumatico 2 chequeo neumaticos y aros neumaticos,1
relleno ac. sistema direccion sistema direccion y frenos sistema direccion,0
fuga pos. 4/6 neumaticos y aros neumaticos,1
sin luces cond instr. electricos y comp. control instrumentos cables y luces,2
c/ bomba agua principal mantencion programada mantencion programada,0
pos/4 pinchado neumaticos y aros neumaticos,7
rev red lte innovaciones tecnologicas innovaciones tecnologicas,5
temperatura escape motor del motor sistema de admision y escape,0
relleno instr. electricos y comp. control dispositivos proteccion y alarmas,0
codigo. can data link motor modulo electrico y control,0
marchas linitada tren de potencia transmision,0
baja pot codigo inyector motor sistema de combustible,0
relleno sitema dir+hyd sistema hidraulico componentes hidraulicos,0
alta presion de direccion sistema direccion y frenos sistema direccion,0
problema luces conduccion instr. electricos y comp. control instrumentos cables y luces,2
tapabarro del. desoldado estructura cabina y plataforma,0
golpe en cabina estructura cabina y plataforma,0
falla luces conduccio instr. electricos y comp. control luces,2
chequeo por bajo nivel transmisi tren de potencia transmision,0
reparacion.chapa de puerta estructura cabina y plataforma,0
evaluacion rotulas direccion sistema direccion y frenos sistema frenos,0
fuerte ruido en turbo motor unidad de fuerza,0
calibr valvula lock up mantencion programada mantencion programada,0
ell refrigerante motor sistema de enfriamiento,0
cinturon seguridad falla estructura cabina y plataforma,0
chequeo. golpe en direccion sistema direccion y frenos sistema direccion,0
codigo. bajad tolva+presion.acumula instr. electricos y comp. control sistema de control de movimiento,0
chequeo equipo comunicaciones comunicaciones,0
regular espejo derecho,0
c/ aaranque mantencion programada mantencion programada,2
reparacion pernos tapa cabina estructura cabina y plataforma,0
c/link inferior derch estructura estructura y chasis,0
sin partida instr. electricos y comp. control dispositivos proteccion y alarmas ,2
freno de retardo sistema direccion y frenos,0
alerta 3 vent motor motor sistema de enfriamiento,0
alarma presion diferencial tren de potencia eje palier y diferencial ,0
pos fuga corte antiguo neumaticos y aros neumaticos,1
sin apoyabrazos lado izq estructura cabina y plataforma,0
fuga tanque combustible motor sistema de combustible,0
carcasa selector marchas tren de potencia transmision,0
neumatico pos 1 ,1
falla espejo derecho estructura cabina y plataforma ,0
bjo nivel transmision tren de potencia transmision,0
velocidad ventilador alto instr. electricos y comp. control dispositivos proteccion y alarmas,2
relleno. hco/ refrigerante sistema hidraulico componentes hidraulicos,0
eliminar fugas hcas. sistema hidraulico componentes hidraulicos,0
com.bba. freno sistema direccion y frenos sistema frenos,0
fuga neum pos 2 neumaticos y aros neumaticos,7
relleno a. direccion + motor sistema direccion y frenos sistema direccion,0
smartcap/conexion innovaciones tecnologicas innovaciones tecnologicas,5
chequeo suspensiones estructura estructura y chasis,0
relleno de refrigerante motor motor sistema de enfriamiento,0
sin cond de partida sistema neumatico sistema neumatico,0
alarma freno residual sistema direccion y frenos sistema frenos,2
problema marca y potencia motor unidad de fuerza,0
pre mantencion programada variab mantencion programada mantencion programada,4
reparacion culata mantencion programada mantencion programada,0
sistema afex suelto estructura cabina y plataforma ,0
fuga refrigerante. maniflod motor sistema de enfriamiento,0
fuga v/v freno sistema direccion y frenos sistema frenos,0
relleno de ac. direccion motor sistema de enfriamiento,0
golpe suspenciones sistema suspension suspensiones delanteras,0
alarma freno estacionamiento sistema direccion y frenos sistema frenos,2
chequeo temperatura conv tren de potencia convertidor de torque,0
baja pot. codigo filtro aire m.t motor sistema de admision y escape,2
baja presion ac.motor diesel motor sistema de lubricacion,0
regulacion pad.basculante estructura estructura y chasis,0
corte pos 1/2 bailac neumaticos y aros neumaticos,1
repos. tapa couplin motor sistema de lubricacion,0
se reponen extintores sistema contra incendios sistema contra incendios,0
programa neumaticas neumaticos y aros neumaticos,1
alta compresion al radiador motor sistema de enfriamiento,0
ventana conductor no sube estructura cabina y plataforma,0
reponer perno esp. izquierdo estructura cabina y plataforma,0
pprobl a/c aire acondicionado aire acondicionado ,0
linea soplado cabina sistema neumatico sistema neumatico,0
tapa transmision tren de potencia transmision,0
continuacion backlog sistema hidraulico componentes hidraulicos,0
#mu salida pl71 se detiene mo motor sistema de combustible,0
evaluacion diferencial tren de potencia eje palier y diferencial,0
relleno de aceite direccion sistema direccion y frenos sistema direccion ,0
#murampa p/82/fugade refriger motor sistema de enfriamiento,0
mantencion programada cambio t.c. tren de potencia convertidor de torque,4
relleno nitrog.neumatiucos neumaticos y aros valvula,3
c/b.bprincipal refrigerante motor motor sistema de lubricacion,0
alt temperatura convertidor tren de potencia convertidor de torque,0
