text,label
desgast. pos 3 bailac neumaticos y aros neumaticos,0
evl. sistema direccion sistema direccion y frenos sistema direccion,3
aislado temperatura neumaticos neumaticos y aros neumaticos,0
protec motor estructura estructura y chasis,2
relleno.ac.transmision,1
base extinto suelta estructura cabina y plataforma,1
chequeo. mecanicos neumaticos y aros neumaticos,6
relleno nitrogeno. neumaticos y aros relleno,6
cambio filtro motor del motor sistema de lubricacion,17
nivelacion pos 3/4 neumaticos y aros neumaticos,6
relleno ac motor motor acoplamiento motor,5
sistema contra incendio fuera ,29
chequeo. golpe en bajada de tolv sistema hidraulico sistema levante,17
fguga refrigerante motor sistema de enfriamiento,1
sellado cabina+a/c estructura cabina y plataforma,10
neumatico 3 inv. neumaticos y aros neumaticos,0
golpe tolva+rllno refrigerante sistema hidraulico componentes hidraulicos,2
baja presion acum freno sistema direccion y frenos sistema frenos,23
cambio mot. diesel motor unidad de fuerza,16
letrero luminoso suelto estructura cabina y plataforma,8
chequeo.alta p° carter motor unidad de fuerza,5
chequeo suspension sistema suspension masas,13
reparar asiento operador estructura cabina y plataforma,20
codigo. ecm error instr. electricos y comp. control dispositivos proteccion y alarmas,11
desgaste excesivo pos/3 neumaticos y aros neumaticos,6
c/ espejo izquierdo estructura cabina y plataforma,2
relleno conv +tren de potencia +convertidor de torque ,1
c/enfriad motor motor sistema de enfriamiento,9
falla en nivel refrigerante motor sistema de enfriamiento,9
puerta no cierra copiloto estructura cabina y plataforma,10
seg afex sistema contra incendios sistema contra incendios,29
tapa motor estructura cabina y plataforma,2
#neumatico chequeo pos 2 neumaticos y aros neumaticos ,0
cambio neumaticos neumaticos y aros neumaticos,0
relleno regri motor sistema de enfriamiento,26
mantencion programada di.300 mantencion programada mantencion programada,25
reponer proteccioninterior ca estructura cabina y plataforma,20
evaluacion. retado manual sistema direccion y frenos sistema frenos,10
cambio filtro diferencial tren de potencia transmision,15
reponer tapa plataforma. estructura cabina y plataforma,19
rotacion neumaticos y aros neumaticos,6
susp.del.bajas sistema direccion y frenos sistema direccion ,3
aire acond. aire acondicionado aire acondicionado,18
ajuste de espejos estructura cabina y plataforma,2
suspension pos. 2 baja sistema suspension suspensiones delanteras,13
mantencion programada di 300 mantencion programada mantencion programada,25
#mupala.77 nivel trasmision tren de potencia transmision,1
vidrio puerta izq no sube estructura cabina y plataforma,10
neumatico e chequeo neumaticos y aros neumaticos,0
pincho p1 neumaticos y aros neumaticos,6
pos6 neumaticos y aros neumaticos ,0
codigo nivel direccion sistema direccion y frenos sistema direccion,1
problema.de levante tolva sistema hidraulico sistema levante,12
retiro lockout estructura cabina y plataforma,10
baja presion aceite diferenci tren de potencia convertidor de torque,15
presion baja eje diferencial tren de potencia eje palier y diferencial,15
motor diecel ventilado motor unidad de fuerza,16
baja potencia levante tolva sistema hidraulico sistema levante,10
problemas a bajar tolva sistema hidraulico sistema levante,2
sin retardo autom sistema direccion y frenos sistema frenos,11
sw corte partida activado instr. electricos y comp. control dispositivos proteccion y alarmas,8
programa neumticos neumaticos y aros neumaticos,0
problemas levante sistema hidraulico sistema levante,19
fuga refrimang. calefaccion aire acondicionado aire acondicionado,18
alta presion carter y lubrica motor unidad de fuerza,5
sin luces de tablero ni trase instr. electricos y comp. control instrumentos cables y luces,10
temperatura.ac.diferencial alto,15
link derecho quebrado sistema hidraulico sistema levante,13
puerta motor estructura cabina y plataforma,2
pasador de tolva estructura estructura y chasis,2
presion a/c diferencial tren de potencia eje palier y diferencial,15
espejo der estructura cabina y plataforma,19
fuga aceite motor nv 3 motor sistema de lubricacion,16
sin partida instr. electricos y comp. control dispositivos proteccion y alarmas ,8
corte circuito electrico instr. electricos y comp. control arranque y carga,8
filtro de aire tapon motor sistema de admision y escape,17
evaluacion fuga sistema hyd sistema hidraulico componentes hidraulicos,4
soplando pos. 1 neumaticos y aros neumaticos ,0
plataformas motor sueltas estructura cabina y plataforma,2
cambio acc direccion sistema hidraulico componentes hidraulicos,3
rel. refrigerante motor sistema de enfriamiento,9
cambio filt aceit mot,5
c/acum direcc mantencion programada mantencion programada,3
overhaul motor unidad de fuerza,16
relleno.refrigarante,9
sin partida motor,14
prueba sist direccion sistema direccion y frenos sistema frenos,3
evl. motor baja presion motor sistema de admision y escape,17
alarma filtro de diferencial tren de potencia eje palier y diferencial,15
chequeo vibraciones estructura cabina y plataforma,10
tolva no baja sistema hidraulico sistema levante,12
numeros luminosos traser.apag sistemas de seguridad sistema de seguridad,8
codigo motor activo motor sistema de lubricacion,5
alarm.nivel refrigerante bajo motor sistema de enfriamiento,11
relleno. ac.transmision tren de potencia transmision,1
reparacio cross tube mantencion programada mantencion programada,2
relleno.de ac. motor diesel motor sistema de lubricacion,5
proteccion v/v levante estructura estructura y chasis,12
bajo n-ac.motor motor sistema de lubricacion,5
chequeo niveles aceites motor sistema de lubricacion,4
no ingresa combustibl,1
rotaciom pos 1 neumaticos y aros neumaticos,0
toma muestra de aceite mantencion programada mantencion programada,5
reparacion focos traseros instr. electricos y comp. control luces,27
cambio escalera flotante estructura cabina y plataforma,2
tirante tolva tolva tolva,2
corte pasd. posbandarodado neumaticos y aros neumaticos,0
bajo nivel refrigerante. ,5
val vent motor sistema de combustible,7
prepm variab mantencion programada mantencion programada,25
problema electrico instr. electricos y comp. control arranque y carga,8
fuga considerable manguera hi sistema hidraulico componentes hidraulicos,3
tensor tolva cortado tolva tolva ,2
cambio susp. delantera der. sistema suspension suspensiones delanteras,13
relleno a. direccion sistema direccion y frenos sistema direccion,3
motor detenido multiplea codigo motor sistema partida electrico,8
baja pot. p° refuerzo error motor sistema de admision y escape,11
estanque combustible impactad estructura estructura y chasis,27
falla motor ,17
relleno nitrogeno pos 1 neumaticos y aros neumaticos,6
neumatico pos 3 soplando neumaticos y aros neumaticos ,0
reponer abraz mang sistema hidraulico componentes hidraulicos,12
velocidad salid.trasmision tren de potencia transmision,1
baja p~ aceiet motor motor sistema de lubricacion,5
fuga de aire instr. electricos y comp. control arranque y carga,14
soldadura puerta emergencia estructura cabina y plataforma,2
alta t° diferencial tren de potencia transmision,17
reparacion de tolva inchancab tolva tolva,7
sin aire se empa;a vidrio aire acondicionado aire acondicionado,18
reg. angulo caja sistema hidraulico sistema levante,14
codigo electrico mantencion programada mantencion programada,14
falla electrica instr. electricos y comp. control luces,8
aire - relleno. transmision tren de potencia transmision,1
bajo nivel conv mantencion programada mantencion programada,1
fuga refrigerante + sin partida motor sistema de enfriamiento,9
relleno nitrog.neumatiucos neumaticos y aros valvula,6
regulacio espejo derecho estructura cabina y plataforma,2
fuga component.pos 2 neumaticos y aros neumaticos,6
pos. 3 pinchado,0
c/ inyectores motor diesel motor sistema de lubricacion,7
ecm transm error instr. electricos y comp. control dispositivos proteccion y alarmas,1
codigo. bajo nivel direccion sistema direccion y frenos sistema direccion,3
alta temperatura.direccion sistema direccion y frenos sistema direccion,3
falla turbo motor sistema de admision y escape,17
ajustes cilindro levante sistema hidraulico componentes hidraulicos,3
chequeobailac neumaticos y aros neumaticos,0
relleno ac. motor sistema direccion y frenos sistema direccion,5
relleno. transmision-chequeo. luces tren de potencia transmision,1
alta t~ conv. torque tren de potencia convertidor de torque,1
relleno dir + motor sistema direccion y frenos sistema direccion,3
reponer tapa tk hid sistema hidraulico componentes hidraulicos,22
calibracion de pesometro,8
vidrio copiloto instr. electricos y comp. control sistema de control de movimiento,20
imprevistos post mantencion programada. mantencion programada mantencion programada,5
cebar sist. combustible motor sistema de combustible,7
falla en manguera combustible motor sistema de combustible,7
pos3/5 desgaste bailac neumaticos y aros neumaticos,6
fuga aceite freno pos.2 sistema direccion y frenos sistema frenos,4
reventon pos/1 neumaticos y aros neumaticos,6
relleno pos neumaticos y aros neumaticos,0
bajo niel direcciom sistema direccion y frenos sistema direccion,3
c/linea hca. sistema direccion y frenos sistema frenos,7
no carga comb neumaticos y aros neumaticos ,0
baja p~ motor delantero motor unidad de fuerza,7
relleno ac/ direccion sistema direccion y frenos sistema direccion,22
protuberancia pos 4 neumaticos y aros neumaticos,6
relleno de motor motor sistema de enfriamiento,5
sin energia s& aire partida instr. electricos y comp. control arranque y carga,14
alarma de nivel refrigerante motor sistema de enfriamiento,26
presion lubricacion alta. motor sistema de lubricacion,5
pinchado pos. 5 neumaticos y aros neumaticos,0
chequeo pos 2 neumaticos y aros neumaticos,0
alarma afex sistema contra incendios sistema contra incendios,29
perdeida de potencia motor unidad de fuerza,17
chequeo fuga refrigerante motor sistema de enfriamiento,9
cambio de pos4 desgaste exces neumaticos y aros neumaticos,6
c/ pos 6 desgaste neumaticos y aros neumaticos,6
nivel aceite trasmision motor sistema de lubricacion,1
relleno aceite mt motor sistema de lubricacion,5
fuga aceite motor motor sistema de enfriamiento,14
rev. susp. traseras sistema suspension suspensiones traseras,13
relleno relleno refrigerante motor sistema de enfriamiento,9
cambiuo filtro transmision tren de potencia transmision,1
evaluar asiento operador estructura cabina y plataforma,20
fuga de combistible motor sistema de combustible,7
baranda quebrada estructura estructura y chasis,2
se activa modalidad frio motor sistema de enfriamiento,1
neumatico 4 relleno nitrogeno neumaticos y aros neumaticos,0
reparacion de trochas delante instr. electricos y comp. control instrumentos cables y luces,8
evaluacion. sin letreto estructura cabina y plataforma,2
chequeo temperatura refrigerante motor sistema de enfriamiento,16
relleno ac direccion motor sistema de lubricacion,3
cambio susp der. sistema suspension suspensiones delanteras,13
codigo tolva arriba instr. electricos y comp. control sistema de control de movimiento,8
escaleraaccesoquebrada estructura cabinayplataforma,2
falla nivel combustible motor modulo electrico y control,7
ajuste stricker puerta estructura cabina y plataforma,10
c/ ducto escape motor sistema de admision y escape,17
puerta escalera emergencia estructura cabina y plataforma,2
falla a/c aire acondicionado aire acondicionado ,18
evaluar por sistema de levant sistema direccion y frenos sistema direccion,4
fuga hca. pos 5 sistema hidraulico componentes hidraulicos,4
manguera pos sistema hidraulico componentes hidraulicos,12
estructura estructura y chasis,13
transmision bloqueada tren de potencia transmision,1
alto sodio motor mantencion programada mantencion programada,16
relleno.d refrigerante motor sistema de enfriamiento,9
relleno pos 6 neumaticos y aros relleno ,0
fuga sitema direcion sistema direccion y frenos sistema direccion,3
c/sensor veloc. rueda instr. electricos y comp. control sistema de control de movimiento,8
alarma acumulador bajo de fre sistema direccion y frenos sistema frenos,4
caja bateria resp. corte instr. electricos y comp. control instrumentos cables y luces,8
alta rpm ventilador motor sistema de enfriamiento,26
relleno aceit motor ,5
conflit freno sistema direccion y frenos sistema frenos,23
problema alzavidrio izq. estructura cabina y plataforma,10
filtro taponeado aire. motor sistema de admision y escape,11
relleno nitrog. pos/5 neumaticos y aros neumaticos,0
condensador suelto sobre cabi estructura cabina y plataforma,18
aceleracion en rampa tren de potencia transmision,1
evaluacion. desgaste pos 4 bailac neumaticos y aros neumaticos,6
cambio motor arranque instr. electricos y comp. control arranque y carga,14
fuga pos 2 sello espejo sistema direccion y frenos sistema frenos,4
cambiop pos 4 neumaticos y aros neumaticos,0
baja presion de acumulador de sistema direccion y frenos sistema direccion,3
voltaje error instr. electricos y comp. control dispositivos proteccion y alarmas ,11
pick up magnetico de mando fi tren de potencia mandos finales,1
carga suspencion del sistema suspension suspensiones delanteras,13
filtracion hidraulica sistema hidraulico componentes hidraulicos,23
p°ac.motor motor sistema de lubricacion,5
aire y bateria arranque motor sistema partida electrico,14
relleno conv motor sistema de enfriamiento,1
coman freno alto sistema direccion y frenos sistema frenos,11
sin condicion de salida neumaticos y aros neumaticos,6
codigo bba freno alto sistema direccion y frenos sistema frenos,4
problema. electr. ,8
cabio acumuladores sistema direccion y frenos sistema frenos,3
reparacion.linea de soplado sistema neumatico sistema neumatico,14
relleno aceit direccion sistema direccion y frenos sistema direccion,3
chequeo.neumaticos,0
ajuste retardo manual sistema direccion y frenos sistema frenos,10
chequeo tapa barro estructura estructura y chasis,2
sinfocodel. instr.electricosycomp.control instrumentoscablesyluces,8
corte pos3 bailac neumaticos y aros neumaticos,6
inyector 7 error motor sistema de combustible,7
apoyo remolque caex 856,5
problema tq combust,7
canbio conv. de torque mantencion programada mantencion programada,1
f de refrigerante motor sistema de enfriamiento,9
backlog sistema hidraulico componentes hidraulicos,1
aire+bajo voltaje. sistema sistema neumatico sistema neumatico,11
filtro ac. direccion suelto instr. electricos y comp. control instrumentos cables y luces,8
reparacion suspensiones sistema suspension suspensiones delanteras,13
modalidad fria en tra tren de potencia transmision ,1
#mu pala 78 relleno direccion sistema direccion y frenos sistema direccion,3
rellleno sistema hyd sistema hidraulico componentes hidraulicos,15
sistema suspension suspensiones delanteras,13
rotacion pos neumaticos y aros neumaticos,0
alarma de comando de bomba d sistema direccion y frenos sistema frenos,4
sellado cabina. estructura cabina y plataforma,20
p baja eje dif tren de potencia transmision,15
alarma nivel ac. dir.bajo sistema direccion y frenos sistema direccion,3
bajo nivel direccion,3
alarma de alta temperatura.de refrigerante motor sistema de enfriamiento,26
sin energia electr. instr. electricos y comp. control arranque y carga,8
relleno aceit trans instr. electricos y comp. control dispositivos proteccion y alarmas ,1
corte pos 5 neumaticos y aros neumaticos,0
vidrio puerta izq. no sube e estructura cabina y plataforma,10
chequeo. soporte motor motor unidad de fuerza,16
fuga aceite diferencial sistema hidraulico componentes hidraulicos,15
numeros traseros caidos. innovaciones tecnologicas innovaciones tecnologicas,2
corte electric.ecm instr. electricos y comp. control dispositivos proteccion y alarmas,11
alarma de refrigerante motor sistema de enfriamiento,9
bolon pillado tolva tolva tolva,2
retiro letrero luminoso instr. electricos y comp. control instrumentos cables y luces,8
codigos electricos instr. electricos y comp. control dispositivos proteccion y alarmas,11
cambio linaeas de frenos sistema direccion y frenos sistema frenos,4
pos separacion termo mecani neumaticos y aros neumaticos,0
codigos electricos instr. electricos y comp. control dispositivos proteccion y alarmas ,11
codigo presion. acumul. freno sistema direccion y frenos sistema frenos,4
falla no baja tolva sistema hidraulico componentes hidraulicos,12
alternador suelto instr. electricos y comp. control arranque y carga,11
falla acumulador de direccion instr. electricos y comp. control dispositivos proteccion y alarmas,1
inyector de petroleo motor sistema de combustible,7
daño en tolva tolva tolva,27
#mu pala 70 fuga freno sistema direccion y frenos sistema frenos,4
sin energia electrica instr. electricos y comp. control arranque y carga,8
falla conexion ecms,11
relleno. motor motor sistema de lubricacion ,9
puerta derech suelta estructura cabina y plataforma,10
traspaso ac. hidraulico sistema hidraulico componentes hidraulicos ,21
relleno motor motor acoplamiento motor,5
problema de marcha tren de potencia convertidor de torque,1
pincho pos 5 neumaticos y aros neumaticos,0
codigos electr motor motor sistema de lubricacion,5
bailac neumaticos y aros relleno,0
relleno.acdireccion sistemadireccionyfrenos sistemadireccion,3
alarma de presion ac. diferen tren de potencia eje palier y diferencial,15
relleno.transm tren de potencia transmision,1
relleno.ac.transmision motor sistema de enfriamiento,26
relleno ac. coupling motor sistema de lubricacion,5
alta temperatura.refrigerante motor sistema de enfriamiento,9
presion de freno,22
#mu t~ refrigerante motor tras alto motor sistema de enfriamiento,11
reparacion arnes motor motor modulo electrico y control,17
vibracion parabrisas estructura cabina y plataforma,10
freno estacionamiento instr. electricos y comp. control dispositivos proteccion y alarmas,24
relleno nitrogeno neumatico neumaticos y aros neumaticos,0
reparacion fuga hidraulica sistema hidraulico componentes hidraulicos,4
fuga hdco sistema hidraulico componentes hidraulicos,4
relleno presiones bailac neumaticos y aros neumaticos,0
alarma presion de freno sistema direccion y frenos sistema frenos,24
sodio en aceite motor mantencion programada mantencion programada,5
relleno.ac.tdireccion tren de potencia transmision,3
pincha pos 3 neumaticos y aros neumaticos,0
codigo. comand b/b freno sistema direccion y frenos sistema frenos,4
perno cimt. seg. estructura cabina y plataforma,10
chequeo. pos/3 corte evolutivo neumaticos y aros neumaticos,6
relleno de transmisio tren de potencia transmision ,1
chequeo neumaticos neumaticos y aros neumaticos,0
reponer tapon de transmision tren de potencia transmision,1
rll. ac. motor motor sistema de lubricacion,9
problema voltaje instr. electricos y comp. control arranque y carga,11
direccion dura /alarma comand sistema direccion y frenos sistema direccion,2
ruido al levantar sistema hidraulico sistema levante,12
fisura en tolva tolva tolva,19
reparacion. baranda plataforma estructura cabina y plataforma,2
baja presion. diferencial fuga tren de potencia eje palier y diferencial,15
sin luces retrocesos instr. electricos y comp. control instrumentos cables y luces,8
chequeo bailac. neumaticos y aros neumaticos ,0
multiples codigos temperatura.sistem instr. electricos y comp. control dispositivos proteccion y alarmas,3
cambio de pos. 3 desgastes ,0
cambio filtro freno sistema direccion y frenos sistema frenos ,4
baclokgs mantencion programada mantencion programada,2
presion difrencial tren de potencia eje palier y diferencial ,15
alarma presion baja dif. tren de potencia eje palier y diferencial,15
fuga hidraulica sistema hidraulico ,4
problema de asiento del opera estructura cabina y plataforma,20
#mu chequeo. 2 plataforma suelta tren de potencia transmision,2
cambio cil. direccion motor sistema de admision y escape,3
baja potencia / entr turbos motor sistema de admision y escape,17
cambi bba alta motor sistema de combustible,7
pinchado pos 6 neumaticos y aros neumaticos,0
fugs refrigerante motor sistema de enfriamiento ,9
voltaje carga baja instr. electricos y comp. control arranque y carga,11
codigo activos sin partida instr. electricos y comp. control dispositivos proteccion y alarmas,16
#mu rampa norte17/baja potenc motor sistema de combustible,11
golpe bajar tolva sistema hidraulico componentes hidraulicos,2
chequeo. fuga motor sistema hidraulico componentes hidraulicos,5
trasp. ac.hid.al diferencial sistema hidraulico componentes hidraulicos,21
relleno p 5 bailac neumaticos y aros neumaticos,0
golpe suspensiones sistema suspension suspensiones delanteras,13
codigo.electric.nivel refrigerante mot motor sistema de enfriamiento,11
baja presion de couplin,16
veloc. bba. freno sistema direccion y frenos sistema frenos,24
relleno ac hidraulico sistema direccion y frenos sistema frenos,4
reparacion base espejo estructura cabina y plataforma,2
m mantencion programada mantencion programada,25
cambio pos. 2 neumaticos y aros neumaticos,0
 estructura ,2
chequeo niveles tren de potencia convertidor de torque,1
c/ filtro aceite motor motor sistema de lubricacion,5
problema bocina instr. electricos y comp. control instrumentos cables y luces,14
pinchado posicion 4,0
mantencion programada posiciones neumaticos y aros neumaticos,0
soldar escalera acc estructura estructura y chasis,2
chequeo. vibracion motor motor sistema de lubricacion,13
capot motor suelto. motor sistema de enfriamiento,2
fuga hyd falla levante sistema hidraulico componentes hidraulicos,12
reparacion. culata 8 motor unidad de fuerza,9
chequeo. equipo sistema hidraulico componentes hidraulicos,12
cambio suspension trasera izq sistema suspension suspensiones traseras,13
impacto bolon en tolva tolva tolva,27
reemplazo escalera acceso estructura estructura y chasis,2
cambio de inyector 5 motor de motor sistema de admision y escape,7
#neumatico pos 6 fugando neumaticos y aros neumaticos ,0
golpe susp sistema suspension suspensiones delanteras ,13
regillas de levante saturadas mantencion programada mantencion programada,12
bajo flujo refrigernte motor sistema de enfriamiento,1
relleno.refrigerante motor sistema de lubricacion ,9
presion.lubricac.eje diferencial tren de potencia eje palier y diferencial,15
relleno ac hid sistema auxiliar sistema de lubricacion y engrase,23
filtro motor de aceite tapone motor sistema de lubricacion,5
voltaje carga sist.bajo. instr. electricos y comp. control arranque y carga,11
rlleno sistema hy dir sistema hidraulico componentes hidraulicos,22
reparacion. fuga hidraulica sistema hidraulico sistema levante,3
codigos motor motor modulo electrico y control,11
relleno nitrog. 2/6 neumaticos y aros relleno,6
aire partida motor sistema partida electrico,11
jdi+c/inyectores2/3/5/7 motor sistema de combustible,7
base espejo derecho desoldada estructura cabina y plataforma,2
sin energia. instr. electricos y comp. control arranque y carga,14
camb val pos 4 bailac neumaticos y aros neumaticos,0
alarma aceite direccion sistema direccion y frenos sistema direccion,3
problemas cardan principal tren de potencia transmision,1
tag/ pos 1/2 bailac neumaticos y aros neumaticos,6
cilind/ levante fura posision sistema hidraulico sistema levante,12
repoener perno escala estructura cabina y plataforma,2
relleno.ac.motor/hid. ]fugas motor sistema de lubricacion,5
alarma activa bajo nivel acei sistema direccion y frenos sistema direccion,3
fuga hidraulica pos1 sistema hidraulico componentes hidraulicos,4
problema sist. arc. sistema direccion y frenos sistema frenos,24
com. bba. freno alto sistema direccion y frenos sistema frenos,23
falla retardo instr. electricos y comp. control sistema de control de movimiento,28
alarma sist de carga bajo instr. electricos y comp. control arranque y carga,11
#neumaticos en programa neumaticos y aros neumaticos,0
pinchado pos 4,0
inst. filtro de cabina aire acondicionado aire acondicionado,18
sin voltaje instr. electricos y comp. control instrumentos cables y luces,9
sin cond de partida,14
pinchado pos.3. neumaticos y aros neumaticos,6
chequeo. pos desgaste neumaticos y aros neumaticos,0
golpe suspensiones estructura cabina y plataforma,3
relleno.refrigerante. motor sistema de enfriamiento,9
lavado equipo fuga direccion sistema direccion y frenos sistema direccion,3
baja presion de direccion ,3
relleno nitrogeno pos.1/6 neumaticos y aros relleno,6
baja pot.humo escape motor sistema de admision y escape,17
reparacion base tapabarros iz estructura estructura y chasis,2
mantencion programada 288d mantencion programada mantencion programada ,13
fuga considerable petroleo motor sistema de combustible,7
reparacion conymet mantencion programada mantencion programada,2
fuga pos 1 sello espejo sistema hidraulico componentes hidraulicos,21
sin aire para partida instr. electricos y comp. control arranque y carga,14
problema vidrio de puerta instr. electricos y comp. control instrumentos cables y luces,10
nivel direccion + potencia mo sistema direccion y frenos sistema direccion,17
bajo nv ac direccion sistema direccion y frenos sistema direccion,3
baja pot. codigo separador agua motor sistema de combustible,7
reponer perno a base de espej estructura cabina y plataforma,2
cambio filtro cabina aire acondicionado aire acondicionado,18
c/ bomba levante sistema hidraulico sistema levante,12
relleno neum pos 5 neumaticos y aros relleno,0
sensor de temperatura de escape erro motor unidad de fuerza,11
relleno de tranms. ,1
aislado por temperatura neumaticos y aros neumaticos ,0
reponer tapa conv. tren de potencia convertidor de torque,1
chequeo. p° diferencial tren de potencia eje palier y diferencial,15
esj . der. quebrado estructura cabina y plataforma,2
problema transmision. tren de potencia transmision,1
control motor en error y evaluacion instr. electricos y comp. control arranque y carga,8
baja presion de freno,24
relleno aceite t.c. tren de potencia convertidor de torque,1
puerta dercha no sierra estructura cabina y plataforma,10
relleno..nitrogeno pos/2 neumaticos y aros neumaticos,0
regulacion espejo der. estructura cabina y plataforma,19
cambio tag pos 2 neumaticos y aros espera atencion neumaticos,0
problema botapiedras estructura estructura y chasis,2
baja presion a.diferencial sistema direccion y frenos sistema direccion,15
falta tapa convertidor tren de potencia convertidor de torque,1
condensador desosldado sobre aire acondicionado aire acondicionado,18
trochas traseras instr. electricos y comp. control luces,8
nivelacion presiones bailac neumaticos y aros neumaticos,0
codigo presion acumuld freno sistema direccion y frenos sistema frenos,4
alarma temperatura buje alter instr. electricos y comp. control sistema de control de movimiento,11
instalar tapa a filtros de ai motor sistema de admision y escape,17
falla sistema hidraulico sistema hidraulico componentes hidraulicos,22
evaluacion trx tren de potencia transmision,1
soldar plataforma izquierdo estructura cabina y plataforma,2
eliminacion de fugas,4
sin bocina sistema neumatico sistema neumatico,14
evl. direccion dura sistema direccion y frenos sistema direccion,3
fuga ac. hidraulico sistema direccion y frenos sistema frenos,4
cable cortado pos instr. electricos y comp. control instrumentos cables y luces,8
cambio transmision y converti tren de potencia transmision,1
problm levante tolva+presion. di sistema hidraulico componentes hidraulicos,4
cambio acumulador de direccio sistema direccion y frenos sistema direccion,3
chequeo. pos/3 hombro / pretuber neumaticos y aros neumaticos,0
relleno.refrigerante mot motor sistema de enfriamiento ,9
sin tapa coupling motor sistema de lubricacion,16
pinchado pos #2 neumaticos y aros dano,0
chequeo. golpe en direccion sistema direccion y frenos sistema direccion,2
reparacion. sistema direccion sistema direccion y frenos sistema direccion,3
rlleno direccion + suspencion sistema suspension suspensiones delanteras,13
fuga hid conv tren de potencia transmision,1
chequeo neuamticos neumaticos y aros neumaticos,8
alza virio estructura cabina y plataforma,10
alta t° diferencial tren de potencia eje palier y diferencial ,15
fuga diferencal tren de potencia eje palier y diferencial,15
desgaste p 6 bailac neumaticos y aros neumaticos,0
presion de aceite motor motor sistema de lubricacion,5
proteccion carter suelto estructura estructura y chasis,2
#mu alta temperatura convertidor tren de potencia convertidor de torque,1
relleno. coupling susp duras motor acoplamiento motor,16
filtro aire motor obstruido motor sistema de admision y escape,11
temperatura alta diferencial escape motor sistema de admision y escape,7
reparacion.luces de trochas,8
pos/1 relleno de nitrog. neum neumaticos y aros neumaticos,6
filtro diferencial tapn tren de potencia eje palier y diferencial,15
sep. mecanica pos 5 bailac neumaticos y aros neumaticos,0
fuga ac hidraulico sistema hidraulico componentes hidraulicos,12
relleno. hco. - motor sistema hidraulico componentes hidraulicos,12
pincho pos 3 neumaticos y aros neumaticos,0
"reparacion a/c aire acondicionado aire acondicionado. se realiza chequeo de sistema encontrando baja carga derefrigerante, se recarga sistema y verifica posible posible no encontrando rasgos de fuga, prueba de funcionamiento unidad operativa",18
pos falla de reparacion neumaticos y aros neumaticos,0
error nivel combustible instr. electricos y comp. control dispositivos proteccion y alarmas,11
problema bajada de tolva sistema hidraulico sistema levante,12
cambio pos/6 desgaste excesiv neumaticos y aros neumaticos,6
sensor ang. caja tolva instr. electricos y comp. control dispositivos proteccion y alarmas,2
reparacion. de luces de trochas y re instr. electricos y comp. control instrumentos cables y luces,8
reparacion sist afex sistema contra incendios sistema contra incendios,29
falla ventilado cabina aire acondicionado aire acondicionado,18
problemas en frenos sistema direccion y frenos sistema frenos,4
reponer tapa.ac.motor motor sistema de lubricacion,5
sin propulsion instr. electricos y comp. control instrumentos cables y luces,11
reparacion. de calecfacion aire acondicionado aire acondicionado,20
falla plumillas limpia parab estructura cabina y plataforma,10
marcha tren de potencia transmision,24
filtro comb tapon +motor +sistema de combustible ,11
asiento operador sulto estructura cabina y plataforma,10
afex activado sistema contra incendios sistema contra incendios,29
evaluacion.temperatura.pos 2 bailac neumaticos y aros neumaticos,6
vidrio copiloto estructura cabina y plataforma,20
 sistema direccion y frenos sistema frenos ,4
