text,label
reparacion.de calefacion aire acondicionado aire acondicionado,4
problema de levante sistema direccion y frenos sistema frenos,1
fuga manguera aire cabina sistema hidraulico componentes hidraulicos,4
acum fren bajo sistema direccion y frenos sistema frenos,3
puerta derch+luces instr. electricos y comp. control instrumentos cables y luces,6
reposicion tapa coupling motor sistema de enfriamiento,25
te motor sistema de enfriamiento,2
trans tren de potencia ,1
no baja tolva instr. electricos y comp. control dispositivos proteccion y alarmas,6
baa presion acum. frenos sistema direccion y frenos sistema frenos,1
secadores de aire sistema neumatico sistema neumatico,5
evaluacion. post mantencion programada chequeo.nivel sistema hidraulico componentes hidraulicos,6
relleno pos3 y 5 neumaticos y aros neumaticos,10
mantencion programada-c/convertidor mantencion programada mantencion programada,22
calefaccion+a/c aire acondicionado aire acondicionado,6
mantencion programada ajuste pos 3 neumaticos y aros neumaticos,10
alarma tolva arriba activada instr. electricos y comp. control dispositivos proteccion y alarmas,6
alarma de voltaje instr. electricos y comp. control arranque y carga,23
chequeo pos 3 br neumaticos y aros neumaticos,2
fuga mirilla diferencial. tren de potencia eje palier y diferencial,0
asiento sin aire estructura cabina y plataforma,4
falla acumulador freno sistema direccion y frenos sistema frenos,17
backlog mantencion programada mantencion programada,13
problema transm,9
relleno aceite motor] motor sistema de lubricacion,1
ailado x temperatura. neumaticos neumaticos y aros neumaticos,8
codigo. vims error instr. electricos y comp. control sistema de control de movimiento,24
falla ecm motor vims motor modulo electrico y control,2
falla bajada tolva sistema hidraulico componentes hidraulicos,11
chequeo tolva botapiedra tolva tolva,4
fuga hid direcc sistema direccion y frenos sistema direccion,0
temperatura turbo derecho motor sistema de admision y escape,8
voltaje sistema bajo instr. electricos y comp. control arranque y carga,18
relleno.ac.direccion sistema hidraulico sistema levante,0
baja pot. codigo. inyector motor sistema de combustible,15
codigo. bajo nivel direccion sistema direccion y frenos sistema direccion,0
alta temperatura. escape motor del. motor sistema de admision y escape,8
puerta no cierra operador estructura cabina y plataforma,6
relleno.ac.hidraulico sistema hidraulico ,1
filtro dif saturado tren de potencia eje palier y diferencial,21
evaluar tk hidraulico por exc sistema hidraulico componentes hidraulicos,7
comando b/b freno alto sistema direccion y frenos sistema frenos,18
fuga direcc. sistema hidraulico componentes hidraulicos,0
filtro saturado transm. tren de potencia transmision,1
mantencion programada c/convertidor mantencion programada mantencion programada,4
alarma nuvel 3 ac. direcion b sistema direccion y frenos sistema direccion,1
fuga refr. frenos sistema direccion y frenos sistema frenos,0
alerrta motor moncon motor sistema de lubricacion,24
baja presion acumuladores sistema direccion y frenos sistema direccion,3
sin luces frontales instr. electricos y comp. control dispositivos proteccion y alarmas,26
relleno pos 5 neumaticos y aros relleno ,3
cheqalarmaelectrica trendepotencia transmision,13
evaluacion. pos 3 por corte neumaticos y aros neumaticos,2
llamaras tubo escape motor sistema de admision y escape,8
percutor affex sistema contra incendios sistema contra incendios,17
relleno po neumaticos y aros relleno,3
baja p° eje trasero tren de potencia transmision,11
entra tierra a cabina aire acondicionado aire acondicionado,4
chequeo. electrico instr. electricos y comp. control dispositivos proteccion y alarmas,26
relleno. refrigerfante motor sistema de enfriamiento,1
tolva no baja tolva tolva,14
fisura base espejo estructura cabina y plataforma,9
neumatico 4 v/v fuga neumaticos y aros valvula,11
direccion dura y fugas sistema direccion y frenos sistema direccion,0
reparacion transmision tren de potencia transmision,11
proced. carga suspensiones sistema suspension suspensiones delanteras,3
fuga ac. direccion mantencion programada mantencion programada,0
chequeo. acum. dreccion sistema direccion y frenos sistema direccion,2
chequeo. de neumaticos estructura cabina y plataforma,2
neumatico 5 alta t° aislado neumaticos y aros neumaticos,8
relleno sistema direccion y frenos sistema direccion,1
no pasan marchas,13
chequeo. nivel transm. tren de potencia transmision,2
chequeo. pos cortes y desgaste neumaticos y aros neumaticos,2
evalauar calefaccion aire acondicionado aire acondicionado,7
fuga de aceite sistema frenos sistema direccion y frenos sistema frenos,0
pr. electricopartida instr. electricos y comp. control arranque y carga ,16
relleno.refrigerante mot motor sistema de enfriamiento ,1
relleno.de refrigerante motor sistema de enfriamiento,0
evaluar motor x dilusion motor sistema de lubricacion,14
levante.,20
instalar codera asiento opera estructura cabina y plataforma,17
mantencion programada motor unidad de fuerza,22
aire parrtida sistema neumatico sistema neumatico,3
pasador suspension trasera sistema suspension suspensiones traseras,17
t. convertidor torque tren de potencia transmision,8
relleno.nitrog.neumatico neumaticos y aros neumaticos,3
chequeo. traspaso hco. sistema hidraulico componentes hidraulicos,14
lavante lento sistema hidraulico sistema levante,4
chequeo barra link,2
reparacion ac. aire acondicionado aire acondicionado,4
reparar asiento operador estructura cabina y plataforma,7
chequeo plataforma estructura cabina y plataforma,0
relleno ac hid sistema auxiliar sistema de lubricacion y engrase,7
reparacion. aire acondiconad aire acondicionado aire acondicionado ,4
calibración transmision mantencion programada mantencion programada,5
imprevisto tk estructura estructura y chasis,0
problema. levante problema. levante sistema hidraulico ,0
neumatico pos 1 cambio neumaticos y aros neumaticos ,8
chequeo neum neumaticos y aros neumaticos,2
blokeo motor modulo electrico y control ,9
fuga aceite pos 2 sistema suspension masas,14
rellleno hyd sistema hidraulico componentes hidraulicos,1
relleno lubricante,1
evaluar tolva inchancable tolva tolva,20
#mupl1 temperatura refrigerante motor sistema de enfriamiento,7
c/pos 1/2 neumaticos y aros neumaticos,10
fuga tk petro estructura estructura y chasis,9
relleno.nitrog.neumaticos,8
relleno a motor motor sistema de lubricacion,1
relleno.arefrigerante motor sistema de enfriamiento,1
falla a/c aire acondicionado aire acondicionado ,4
relle aceite motor motor sistema de lubricacion ,1
relleno ac hidrau sistema hidraulico componentes hidraulicos,6
evaluacion.suspenciones del sistema suspension suspensiones delanteras,2
reg. espejo izq. estructura cabina y plataforma,6
evaluacion pos 3 corte bailac neumaticos y aros neumaticos,2
fuga v/v pos 5 neumaticos y aros neumaticos,11
fuga hyd por diferencial tren de potencia eje palier y diferencial,0
temperatura convertidor + refrigerante mot tren de potencia convertidor de torque,8
pinchado pos 3 bailac neumaticos y aros neumaticos,19
relleno. treansmision tren de potencia transmision,1
presion acomulador frenos sistema direccion y frenos sistema frenos,11
relleno. conv. tren de potencia transmision,1
bajo nivel dir.+lubric.mando sistema direccion y frenos sistema direccion,1
traspaso de aceite tren de potencia eje palier y diferencial,14
che acum direccion sistema direccion y frenos sistema direccion,2
fuga refrigerante. valv. alivio motor sistema de enfriamiento,0
fuga hca. pos.1 sistema suspension suspensiones delanteras,0
fuga de combustible motor motor sistema de combustible,0
frenos largos sistema direccion y frenos sistema frenos,2
equipo bloqueado aire acondicionado aire acondicionado,4
a/c desacople compresor aire acondicionado aire acondicionado,4
chequeo pos3 neumaticos y aros neumaticos ,2
suspenciones bajas sistema suspension suspensiones delanteras,11
perno espejo estructura cabina y plataforma,20
reg ambos espejos estructura cabina y plataforma,6
levante y potencia sistema hidraulico sistema levante,4
fuga refrigerante. motor motor sistema de enfriamiento,0
sin aire motor sistema partida electrico,16
codigo.electr.nivelfrefrig motor sistemadeenfriamiento,24
p~ traba transmision baja tren de potencia transmision,4
cambio bba. levante sistema hidraulico sistema levante,5
problfiltrofreno sistemadireccionyfrenos sistemafrenos,13
alarma de freno ,13
chequeo de pos 3 y5 neumaticos y aros neumaticos,2
codigo.presion entrada turbo motor sistema de admision y escape,18
repar a/ac aire acondicionado aire acondicionado ,4
fuga linea freno pos.2 sistema direccion y frenos sistema direccion,0
fuga de ac. actuadores de fre sistema direccion y frenos sistema direccion,0
traspaso hco a diferencial sistema hidraulico componentes hidraulicos,14
evaluacion y reparacion. baja presion ac. tren de potencia eje palier y diferencial,11
reparacion. botapiedra izq estructura estructura y chasis,5
c/neumatico p1 neumaticos y aros neumaticos,5
temperatura.frenos delanteros sistema direccion y frenos sistema frenos,8
calefacion motor sistema de enfriamiento,4
relleno direccion y freno sistema direccion y frenos sistema direccion,1
relleno refrigerante aire acondicionado aire acondicionado,1
comando bba. freno sistema direccion y frenos sistema frenos,4
presion carter motor sistema de admision y escape,7
relleno nitrogeno pos.1.6 neumaticos y aros relleno,10
relleno. relleno. direccion sistema direccion y frenos sistema direccion,1
fuga de refrigerante conside motor sistema de enfriamiento,0
baja pot. temperatura escape motor motor sistema de admision y escape,13
problema levante tolva sistema hidraulico componentes hidraulicos,4
pre- mantencion programada + c/ baterias mantencion programada mantencion programada,22
relleno. niveles sistema hidraulico sistema levante,1
chequeo pos 6,5
relleno refrigerante + aire partida motor sistema de enfriamiento,1
cambio asiento copiloto mantencion programada mantencion programada,5
chequeo sensor error instr. electricos y comp. control dispositivos proteccion y alarmas,11
chequeo. pos neumaticos y aros neumaticos,19
relleno lubricante motor,1
valvula combustible no carga motor sistema de combustible,11
presion. acumul.freno sistema direccion y frenos sistema frenos,24
fuga ac. diferencial tren de potencia eje palier y diferencial,0
sin tracción sistema direccion y frenos sistema frenos,4
tapa de cupling motor acoplamiento motor ,6
nivel bajo de refrigerante motor sistema de enfriamiento,1
chequeo. electrico niv. direccion instr. electricos y comp. control dispositivos proteccion y alarmas,2
chequeo. motor diesel por dilusi motor sistema de combustible,0
falla electrica ecm instr. electricos y comp. control sistema de control de movimiento,13
cambio acum freno sistema direccion y frenos sistema frenos,5
baja presion acum direc sistema direccion y frenos sistema direccion ,0
calecfaccion,4
alarma bajo niv conv instr. electricos y comp. control dispositivos proteccion y alarmas,1
relleno pos bailac neumaticos y aros relleno,3
falla bomba de transferencia motor sistema de combustible,4
fuga ac trasnmision tren de potencia transmision,0
cambio de sensores instr. electricos y comp. control dispositivos proteccion y alarmas,7
alarma pesometro instr. electricos y comp. control pesometro,3
no levanta tolva sistema hidraulico componentes hidraulicos ,4
#mupl1 falla turbo motor motor sistema de admision y escape,17
#mu 79 sin condicion de parti motor sistema de admision y escape,16
chequeo. frenos de srvicio sistema direccion y frenos sistema frenos,1
accion inmedit.presion aceite motor sistema de lubricacion,3
freno de parkeo sistema direccion y frenos sistema frenos,4
pos fuga nitrog-valv. neumaticos y aros neumaticos,11
base esp. izq.desoldada estructura cabina y plataforma,9
cambio motor de arranques sistema neumatico sistema neumatico,0
problema potencia instr. electricos y comp. control instrumentos cables y luces,13
ev. traspaso refr. aceite mot instr. electricos y comp. control dispositivos proteccion y alarmas,9
bajo nivel ac motor,1
sensor tolva arriba activo instr. electricos y comp. control dispositivos proteccion y alarmas,9
evaluacion.pos 5 neumaticos y aros neumaticos,2
c/ espejo izquird estructura cabina y plataforma,5
falla eje palier tren de potencia transmision,5
evl.v/v llenado combustible motor sistema de combustible,25
c/masa mu;on mantencion programada mantencion programada,4
relleno. ac.diferencial tren de potencia eje palier y diferencial,1
chequeo lub transmision tren de potencia transmision,3
revision suspensiones. sistema suspension suspensiones traseras,3
chequeo por bajo nivel transmisi tren de potencia transmision,1
problema puerta de copiloto estructura cabina y plataforma,25
sin cond. partida se fue todo sistema neumatico sistema neumatico,16
accion inmed.baja presion.motor motor sistema de lubricacion,14
rll. hco. sistema hidraulico componentes hidraulicos,1
solen.arc error sistema direccion y frenos sistema frenos,7
an3 ac.transmision bajo tren de potencia transmision,1
soldar base esp. derecho estructura cabina y plataforma,9
nivel sistema direccion sistema direccion y frenos sistema direccion,1
neumatico pos 1 cambio neumaticos y aros neumaticos,10
revision niveles gral motor sistema de lubricacion,2
fuga tapon de diferencial tren de potencia transmision,0
relleni hidraulic sistema hidraulico componentes hidraulicos,1
c filtro dif tren de potencia eje palier y diferencial,21
varilla levante instr. electricos y comp. control dispositivos proteccion y alarmas,6
relleno hidraulico motor sistema de enfriamiento,1
nivel trasmision tren de potencia convertidor de torque,1
relleno.ac-transmision tren de potencia transmision,1
fuga comb x tk estructura estructura y chasis,0
relleno aceit direc sistema direccion y frenos sistema direccion ,1
relleno posiciones ,3
relleno.ac.direccion motor sistema de enfriamiento,1
chequeo sensores sistema direccion y frenos sistema direccion,1
comb. bajo motor sistema de combustible,1
cambio m. final tren de potencia mandos finales,5
neumatico pos 4 relleno neumaticos y aros relleno,3
filtro caraga trasmision tren de potencia transmision,6
chequeo. limpia parabrisas aplicad estructura cabina y plataforma,18
fuga aceite hd sistema hidraulico componentes hidraulicos,0
evaluar alarma de nivel ac. t tren de potencia transmision,14
codigos electricos motor dies motor modulo electrico y control,2
chequeo. cilindro direccion sistema direccion y frenos sistema direccion,2
no relleno.combustible,4
baja p. laching tren de potencia convertidor de torque,23
golpe en barras direccion sistema direccion y frenos sistema direccion,11
reg espejo izq. estructura cabina y plataforma ,12
relleno pos neumaticos y aros neumaticos,3
escala de subida plataforma s estructura cabina y plataforma,9
c/lineas enfriamiento mantencion programada mantencion programada,5
fuha hid,0
sin luces de trocha instr. electricos y comp. control instrumentos cables y luces,7
sin partida sistema hidraulico componentes hidraulicos,5
potencia motor declas 28% motor sistema de admision y escape,15
cambio transmision tren de potencia transmision ,5
pantalla afex sistema contra incendios sistema contra incendios,17
chequeo. acum direccion sistema direccion y frenos sistema direccion,2
relleno. ac. hidraulico sistema direccion y frenos sistema direccion,1
problema refrigerante ,2
reparacion contra incendio sistema contra incendios sistema contra incendios,4
rrell.ac. motor motor sistema de lubricacion,1
se repone extintor parachoque sistema contra incendios sistema contra incendios,6
fuga sello espejo p sistema direccion y frenos sistema frenos,0
c/parabrisas t estructura cabina y plataforma,9
baja presion autolubricacion estructura sistema de lubricacion grasa,3
a/c + calefaccion aire acondicionado aire acondicionado,4
manguera engrase cortada sistema auxiliar sistema de lubricacion y engrase,0
rellenodireccion sistema direccion y frenos sistema direccion,1
cambi0 p4 neumaticos y aros neumaticos ,5
baja presion. pos 4 bailac neumaticos y aros neumaticos,3
eliminar fugas hidraulicas sistema hidraulico componentes hidraulicos,0
sin bajada tolva sistema hidraulico componentes hidraulicos,1
aceleracion ,9
pesometro,26
chequeo.nneumaticos neumaticos y aros neumaticos,2
tcs- suspensiones trasereas sistema direccion y frenos sistema frenos,0
relleno.trans. tren de potencia transmision,1
relleno. motor diesel motor sistema de lubricacion,1
relleno pos. delanteras neumaticos y aros relleno,3
alarma comando de bomba de fr sistema direccion y frenos sistema frenos,2
relleno.nitrog. neumaticos neumaticos y aros relleno,3
filtro act.freno suelto sistema hidraulico componentes hidraulicos,0
presion b/b direccion sistema direccion y frenos sistema frenos,3
relleno hyd falla levante sistema hidraulico componentes hidraulicos,1
test eje trasero tren de potencia eje palier y diferencial,0
post mantencion programada puesta en marcha chequeo mantencion programada mantencion programada,6
reparacion de la bocina instr. electricos y comp. control dispositivos proteccion y alarmas,7
problema freno estacionamiento sistema direccion y frenos sistema frenos,7
falla carag sistema de aire motor sistema de enfriamiento,0
baja p° cuopling motor acoplamiento motor,3
chequeo. masa pos 1 sistema suspension masas,0
fuaga aceite motor. motor sistema de lubricacion ,0
desmontar neumaticos,9
chequeo. motor diesel instr. electricos y comp. control dispositivos proteccion y alarmas,2
fuga por linea hyd sistema hidraulico componentes hidraulicos,0
relleno motor/hidraulico. motor sistema de lubricacion,1
baja potencia inyector 4 motor sistema de combustible,15
soldar tapabarro estructura estructura y chasis,12
#mu p/77 costado / alarma niv motor sistema de enfriamiento,1
#neumatico pos 4 v/v dañada neumaticos y aros valvula,11
chequeo puerta izq estructura cabina y plataforma,2
desgaste c/ pos 4 neumaticos y aros neumaticos,5
chequeo neumaticos neumaticos y aros espera atencion neumaticos,2
fuga hco. - refrigerante sistema hidraulico componentes hidraulicos,12
traspaso de aceite al refrige motor sistema de lubricacion,14
relleno aceite transm ,1
evaluar mando final tren de potencia mandos finales,2
problema bota piedras +instr. electricos y comp. control +instrumentos cables y luces ,13
no entra combustible motor sistema de combustible,11
falla tolva arriva sistema hidraulico componentes hidraulicos,4
corte evolt. pos 6 bailac neumaticos y aros neumaticos,19
fuga hidraulica motor sistema de lubricacion,0
tapa gabinete estructura cabina y plataforma,17
alta t° convertidor tren de potencia transmision ,8
estructura desoldado estructura cabina y plataforma,20
c/acumulador de freno parqueo sistema direccion y frenos sistema frenos,5
revision pos.3. neumaticos y aros neumaticos,2
elimin fugas,0
relleno aceie hyd sistema hidraulico componentes hidraulicos,1
baja potencia alta temperatura. esca motor sistema de admision y escape,7
se detiene motor motor sistema partida electrico,4
susp- 1 de tope sistema suspension suspensiones delanteras,1
vibracion en direccion sistema direccion y frenos sistema direccion,5
relleno neumaticos neumaticos y aros espera atencion neumaticos,3
fuga de aire sector mang sopl sistema neumatico sistema neumatico,0
c/filtro trasmision tren de potencia transmision,21
evaluacion.motor diesel motor sistema de combustible,2
falla elec. corta energia instr. electricos y comp. control dispositivos proteccion y alarmas,6
fuga ac.hidr.dir. sistema direccion y frenos sistema direccion,0
aceite relleno tren de potencia transmision,0
detiene diesel instr. electricos y comp. control dispositivos proteccion y alarmas,16
relleno deposito grasa sistema auxiliar sistema de lubricacion y engrase,1
sist. afex error sistema contra incendios sistema contra incendios,4
soporte espejo derecho. estructura estructura y chasis,12
baterias instr. electricos y comp. control arranque y carga,16
golpe suspenciones sistema suspension suspensiones delanteras,7
espejo izquierdo queb. estructura cabina y plataforma,9
fuga transmision tren de potencia transmision ,0
fuga aceite motor diesel motor sistema de lubricacion,0
chequeo neum pos 6 neumaticos y aros relleno,2
baja p° de acum. direccion sistema direccion y frenos sistema direccion,6
t° diferancial error tren de potencia eje palier y diferencial,0
relleno.nitrog. pos. traseras neumaticos y aros neumaticos,3
pinchado pos/ 6 neumaticos y aros neumaticos,19
chequeo. pos neumaticos y aros neumaticos,5
falla asiento conductor amort estructura cabina y plataforma,5
regulacion espejo derech estructura cabina y plataforma,25
rllenos pos 1 bailac neumaticos y aros neumaticos,10
baja presion acum direccion sistema direccion y frenos sistema direccion,1
proble sus pos 1 sistema suspension suspensiones delanteras,4
relleno.refrigerante. motor sistema de enfriamiento,1
neumat.pos6 valve neumaticos y aros valvula ,11
relleno sistema direccion sistema direccion y frenos sistema frenos,1
problema turbo,15
rotura manguera hyd freno sistema direccion y frenos sistema frenos,0
relleno couplig de motor motor acoplamiento motor,1
cambio ambos link izquierdos tren de potencia transmision,10
chequeo. diferencial tren de potencia eje palier y diferencial,2
cambio motor condensador a/c. aire acondicionado aire acondicionado,7
levant tolva sistema hidraulico sistema levante,4
fuga refrigerante turbo motor sistema de enfriamiento,0
relleno. niveles c/filtros motor sistema de lubricacion,1
reparacion.super estructura mantencion programada mantencion programada,9
revision pasadores tolva estructura estructura y chasis,2
relleno de grasa sistema auxiliar sistema de lubricacion y engrase,1
plataformas suelta estructura estructura y chasis,12
cabina llena de tierra estructura cabina y plataforma,0
c/ ambos mando final mantencion programada mantencion programada,14
aislado temperatura.neumaticos neumaticos y aros neumaticos,8
instala fitting direccion sistema direccion y frenos sistema direccion,0
reg.de asiento estructura cabina y plataforma,6
fuga a. motor + manguera suel motor sistema de lubricacion,0
sin partida motor sistema partida electrico ,16
presion riel combustible motor sistema de combustible,4
apoyo de aire para la partida motor sistema partida electrico,0
alarm relleno ac motor motor sistema de lubricacion,1
proced.carga suspensiones del sistema suspension suspensiones delanteras,1
pos 4 pinchado neumaticos y aros neumaticos,19
alarma ac. transmision bajo tren de potencia transmision,7
fuga aceite diferencial tren de potencia transmision,23
sin aira partida sistema neumatico sistema neumatico,3
fuga ac. convertidor neumaticos y aros neumaticos,0
bajo nv acum freno sistema direccion y frenos sistema frenos,3
chequeo pos 3 bailac neumaticos y aros neumaticos,5
cambio neumaticos neumaticos y aros neumaticos,10
presion acum freno sistema direccion y frenos sistema frenos,0
dilusion al carter motor sistema de lubricacion,14
apoyo para la partida instr. electricos y comp. control arranque y carga,9
alarma de alta rpm del ventil sistema direccion y frenos sistema direccion,4
falla mnado convertidor tren de potencia convertidor de torque,15
fuga hyd pos 2 freno sistema hidraulico componentes hidraulicos,0
revision asiento operador. estructura cabina y plataforma,4
relleno de aceite tr instr. electricos y comp. control dispositivos proteccion y alarmas,1
ev motor mantencion programada mantencion programada,9
relleno.hco sistema hidraulico componentes hidraulicos,1
fuga ac. masa pos/1 sistema suspension suspensiones delanteras,0
relleno. chequeo. niveles sistema hidraulico componentes hidraulicos,1
se apago motor motor sistema de lubricacion,4
instalar seguro afex sistema contra incendios sistema contra incendios,12
falla freno de servicio sistema direccion y frenos sistema frenos,4
prot cardan pto tren de potencia tandem,5
cambio bba combustible.,7
evaluacion pos 3/6 bailac neumaticos y aros neumaticos,2
desgaste excesivo pos 4 neumaticos y aros neumaticos,19
bajo nivel regrigeran motor sistema de enfriamiento,1
p° bba freno alta sistema direccion y frenos sistema frenos,0
bajo nivel aceite mtr motor sistema de lubricacion,1
codigo b/b refrigerante motor sistema de enfriamiento,6
manguera suelta sistema hidraulico cilindros,12
bajo nivel refig. mantencion programada mantencion programada,1
pincho pos 6 neumaticos y aros neumaticos,19
pareo posiciones neumaticos y aros neumaticos,10
fuga sistema hidraulico sistema hidraulico componentes hidraulicos,0
reparacion. linea a/c aire acondicionado aire acondicionado,7
temperatura de escape alto motor sistema de admision y escape,7
relleno e refrigerante motor sistema de enfriamiento,1
mantencion programada+cambio comp ,22
baja p. combustible motor sistema de combustible,3
problema. plumillas estructura cabina y plataforma,18
fuga de ac. de frenos sistema direccion y frenos sistema frenos,0
rellen trasmision tren de potencia transmision,1
chequeo susp. traseras sistema suspension suspensiones traseras,2
c/gobernador aire sistema neumatico sistema neumatico,0
cambio acum. direccion sistema direccion y frenos sistema direccion,5
repara fuga ac. hidraulico sistema hidraulico componentes hidraulicos,0
falla en levante de tolva sistema hidraulico sistema levante,0
fuga hidraulica. sistema hidraulico componentes hidraulicos,0
#mu losa chequeo. 4 baja presion d sistema direccion y frenos sistema frenos,3
sin luces cabina estructura cabina y plataforma,18
fuga refrigerante. cabina estructura cabina y plataforma,0
relleno.de.ac.transmision tren de potencia transmision,1
falla trasmision+combustible tren de potencia transmision,11
neumatico pos 3 pinchado neumaticos y aros valvula ,19
falla sist. afex y extintor d sistema contra incendios sistema contra incendios,4
rleno sistama trasmision tren de potencia transmision,1
reparacion fugas hidraulicas sistema hidraulico componentes hidraulicos,4
cambio enfriador motor 1 mantencion programada mantencion programada,14
bajo voltaje motor sistema partida electrico,16
relleno. chequeo. fugas motor motor sistema de lubricacion,1
relle.ac.transmision,1
a/c tapa trasera aire acondicionado aire acondicionado,6
sensor nivel refrigerante motor sistema de enfriamiento,7
tren de potencia convertidor de torque,14
relleno. refrigerante aire acondicionado aire acondicionado,0
alimentacion 5 volts instr. electricos y comp. control dispositivos proteccion y alarmas,13
guarda fangos desoldado izq. estructura cabina y plataforma,20
neumat pos3 neumaticos y aros neumaticos,2
afex con falla sistema contra incendios sistema contra incendios,5
fuga ac.filtro frenos sistema direccion y frenos sistema frenos ,0
neumatico 3 relleno nitrogeno neumaticos y aros relleno,10
relleno.neumaticos neumaticos y aros relleno ,1
relleno. transm tren de potencia transmision,1
presion baja lub dif tren de potencia eje palier y diferencial,3
relleno de de refrigerante motor sistema de enfriamiento,1
reparacion bocina instr. electricos y comp. control dispositivos proteccion y alarmas,7
pinchado pos bailac neumaticos y aros neumaticos,19
fuga ac direccion sistema direccion y frenos sistema frenos,0
#mupala66 flujo bomba riel co motor sistema de combustible,11
valvula pos. 1 neumaticos y aros valvula,4
cambio cilindro levante sistema hidraulico sistema levante,0
chequeo alarm velocidad motor modulo electrico y control,7
fuga hid sistema hidraulico componentes hidraulicos ,0
reell.ac.transmision bajo tren de potencia transmision,1
perno cinturon seguridad estructura cabina y plataforma,7
#mu temperatura escape motor sistema de admision y escape,8
alta temperatura conv tren de potencia convertidor de torque ,13
revision pos. 5/6 neumaticos y aros neumaticos,3
reparacion base esepjo der estructura cabina y plataforma,20
neumatico 2 relleno neumaticos y aros relleno,3
r.aceite motor motor sistema de lubricacion,1
evaluacion fuga sistema hyd sistema hidraulico componentes hidraulicos,0
codigo.bajo nivel refrigerante motor motor sistema de enfriamiento,14
prot de motor estructura estructura y chasis,9
fuga ac. direcion x filtro sistema direccion y frenos sistema direccion,0
nitrog. neumaticos neumaticos y aros neumaticos,3
regul. esp. izquierdo estructura cabina y plataforma,6
velc bba freno sistema direccion y frenos sistema frenos,7
baja presion coupling motor acoplamiento motor,3
c/ susp. pos 1 sistema suspension suspensiones delanteras,7
problema codigos motor sistema de admision y escape ,13
fuga aceite cild. direccion sistema direccion y frenos sistema direccion,0
conymet mantencion programada mantencion programada,2
